SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR19-02478276,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/13/19 14:55,10/3/19 15:10,10/2/19 16:32,4506 W 63RD ST,,,60629,4506,W,63RD,ST,FALSE,FALSE,,,65,13,,E036,1,8,813,14,,14,6,9,1147362.343,1862588.005,41.77890508,-87.73531522,"(41.7789050834105, -87.73531521822692)"
SR19-02479742,Restaurant Complaint,HFB,Health,Health,Canceled,Phone Call,9/13/19 17:42,4/7/22 12:53,4/7/22 12:53,700 E GRAND AVE,,,60611,700,E,GRAND,AVE,FALSE,FALSE,,,8,42,,,3,18,1834,11,,17,6,9,1182292.318,1904002.257,41.89181061,-87.60597375,"(41.89181060488063, -87.60597375007619)"
SR19-02497365,Restaurant Complaint,HFB,Health,Health,Completed,City Department,9/16/19 14:34,3/25/20 9:39,3/25/20 9:39,21 E HUBBARD ST,,,60611,21,E,HUBBARD,ST,FALSE,FALSE,,,8,42,,Q021,3,18,1834,25,,14,2,9,1176558.66,1903241.733,41.88985513,-87.62705363,"(41.88985513124823, -87.62705362531531)"
SR19-02504513,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/17/19 11:06,10/8/19 15:16,10/8/19 15:16,738 N CLARK ST,,,60654,738,N,CLARK,ST,FALSE,FALSE,,,8,2,,P021,3,18,1832,40,,11,3,9,1175305.551,1905478.002,41.89601979,-87.63158838,"(41.89601978522693, -87.63158837483945)"
SR19-02509255,Restaurant Complaint,HFB,Health,Health,Canceled,Phone Call,9/17/19 17:13,10/4/19 15:01,10/4/19 15:01,5009 S ASHLAND AVE,,,60609,5009,S,ASHLAND,AVE,FALSE,FALSE,,,61,20,,M033,3,9,933,17,,17,3,9,1166611.067,1871448.836,41.80283128,-87.66449467,"(41.8028312798239, -87.6644946711974)"
SR19-02509309,Commercial Fire Safety Inspection Request,FAC,Health,Fire,Open,Phone Call,9/17/19 17:22,9/17/19 17:22,,5009 S ASHLAND AVE,,,60609,5009,S,ASHLAND,AVE,FALSE,FALSE,,,61,20,,M033,3,9,933,17,,17,3,9,1166611.067,1871448.836,41.80283128,-87.66449467,"(41.8028312798239, -87.6644946711974)"
SR19-02509332,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/17/19 17:25,10/1/19 12:01,10/1/19 12:01,3159 W VAN BUREN ST,,,60612,3159,W,VAN BUREN,ST,FALSE,FALSE,,,27,28,,I023,3,11,1134,32,,17,3,9,1155139.353,1897974.276,41.87585756,-87.70585621,"(41.875857554818424, -87.70585621041779)"
SR19-02509365,Restaurant Complaint,HFB,Health,Health,Canceled,Phone Call,9/17/19 17:30,4/8/22 8:29,4/8/22 8:29,6016 W IRVING PARK RD,,,60634,6016,W,IRVING PARK,RD,FALSE,FALSE,,,15,38,,A012,2,16,1624,21,,17,3,9,1135427.944,1926070.988,41.95333095,-87.77756189,"(41.953330946603074, -87.77756189416495)"
SR19-02509401,Restaurant Complaint,HFB,Health,Health,Canceled,Phone Call,9/17/19 17:35,8/4/22 9:20,8/4/22 9:20,1614 W 59TH ST,,,60636,1614,W,59TH,ST,FALSE,FALSE,,,67,16,,L035,1,7,715,5,,17,3,9,1166363.922,1865686.938,41.78702521,-87.66556521,"(41.78702521299694, -87.66556520782218)"
SR19-02509421,Restaurant Complaint,HFB,Health,Health,Canceled,Phone Call,9/17/19 17:39,4/8/22 8:26,4/8/22 8:26,36 W 95TH ST,,,60620,36,W,95TH,ST,FALSE,FALSE,,,49,21,,P044,3,6,634,45,,17,3,9,1177459.163,1842053.718,41.72192923,-87.62559699,"(41.721929229266436, -87.62559698983479)"
SR19-02536384,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/20/19 14:59,10/2/19 8:46,10/2/19 8:46,500 E 51ST ST,,,60615,500,E,51ST,ST,FALSE,FALSE,,,38,3,,R033,2,2,223,31,,14,6,9,1180392.195,1871317.106,41.80216441,-87.61395746,"(41.80216441169376, -87.61395745727461)"
SR19-02536442,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/20/19 15:05,12/18/19 21:34,12/18/19 21:34,1046 W BELMONT AVE,,,60657,1046,W,BELMONT,AVE,FALSE,FALSE,,,6,44,,N014,2,19,1924,10,,15,6,9,1168540.249,1921420.871,41.93991707,-87.65597328,"(41.9399170655055, -87.65597327789365)"
SR19-02536469,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/20/19 15:09,10/11/19 16:41,10/11/19 16:41,1010 W ARGYLE ST,,,60640,1010,W,ARGYLE,ST,FALSE,FALSE,,,3,48,,N010,2,20,2024,21,,15,6,9,1168588.265,1933601.413,41.97333989,-87.65544268,"(41.97333988599705, -87.65544267609086)"
SR19-02536740,Restaurant Complaint,HFB,Health,Health,Completed,City Department,9/20/19 15:30,10/11/19 16:48,10/11/19 16:48,2354 N MILWAUKEE AVE,,,60647,2354,N,MILWAUKEE,AVE,FALSE,FALSE,,,22,1,,I017,1,14,1414,19,,15,6,9,1156732.097,1915543.265,41.92403632,-87.69953164,"(41.92403631802967, -87.69953163936442)"
SR19-02536843,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/20/19 15:39,10/11/19 16:50,10/11/19 16:50,3049 N CICERO AVE,,,60641,3049,N,CICERO,AVE,FALSE,FALSE,,,19,31,,E015,2,25,2521,6,,15,6,9,1143931.422,1920038.666,41.93662213,-87.74645383,"(41.936622131440046, -87.74645382657472)"
SR19-02537170,Liquor Establishment Complaint,LIQUORCO,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/20/19 16:09,10/25/19 13:29,10/25/19 13:29,2174A S CHINA PL,,,60616,2174A,S,CHINA,PL,FALSE,FALSE,,,34,25,,P026,1,9,914,14,,16,6,9,1174378.994,1890001.067,41.85357082,-87.63545358,"(41.85357081909027, -87.63545357517467)"
SR19-02537441,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/20/19 16:48,8/10/21 12:28,8/10/21 12:28,8635 S COTTAGE GROVE AVE,,,60619,8635,S,COTTAGE GROVE,AVE,FALSE,FALSE,,,44,8,,S042,3,6,632,40,,16,6,9,1183166.476,1847750.164,41.73743028,-87.60451553,"(41.737430281887356, -87.60451553199053)"
SR19-02537492,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/20/19 16:56,10/11/19 17:10,10/11/19 17:10,10331 S KEDZIE AVE,,,60655,10331,S,KEDZIE,AVE,FALSE,FALSE,,,74,19,,I047,1,22,2211,6,,16,6,9,1156895.608,1835841.555,41.70532117,-87.70108552,"(41.70532117176237, -87.70108551462009)"
SR19-02553001,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/23/19 11:19,8/3/21 14:59,8/3/21 14:59,9516 S VINCENNES AVE,,,60643,9516,S,VINCENNES,AVE,FALSE,FALSE,,,73,21,,N045,1,22,2213,49,,11,2,9,1170495.142,1841596.79,41.72082963,-87.6511183,"(41.720829627422475, -87.65111830172314)"
SR19-02553212,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/23/19 11:36,12/18/19 21:35,12/18/19 21:35,3114 N BROADWAY,,,60657,3114,N,BROADWAY,,FALSE,FALSE,,,6,44,,O015,3,19,1934,21,,11,2,9,1171700.004,1920802.863,41.93815213,-87.64437854,"(41.938152129020885, -87.64437853458443)"
SR19-02562078,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,9/24/19 10:48,3/25/20 9:46,3/25/20 9:46,1001 N CALIFORNIA AVE,,,60622,1001,N,CALIFORNIA,AVE,FALSE,FALSE,,,24,26,,J020,1,12,1211,33,,10,3,9,1157628.637,1906583.383,41.89943144,-87.69648184,"(41.89943144310047, -87.69648183648468)"
SR19-02592532,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/27/19 11:50,10/2/19 11:06,10/2/19 11:06,111 W MONROE ST,,,60603,111,W,MONROE,ST,FALSE,FALSE,,,32,42,,P023,2,1,122,9,,11,6,9,1175415.299,1899775.691,41.88036986,-87.63135663,"(41.880369861171026, -87.63135663021872)"
SR19-02615387,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/30/19 15:04,12/18/19 21:38,12/18/19 21:38,7003 N CLARK ST,,,60626,7003,N,CLARK,ST,FALSE,FALSE,,,1,49,,L005,2,24,2423,3,,15,2,9,1163604.059,1946652.938,42.00926043,-87.67340086,"(42.00926043166055, -87.67340086413292)"
SR19-02630536,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/2/19 12:26,12/18/19 21:39,12/18/19 21:39,2425 E 79TH ST,,,60649,2425,E,79TH,ST,FALSE,FALSE,,,46,7,,W041,2,4,422,19,,12,4,10,1193805.184,1852920.92,41.75136543,-87.56536986,"(41.75136543374382, -87.56536985756901)"
SR19-02631912,Commercial Fire Safety Inspection Request,FAC,Health,Fire,Open,Phone Call,10/2/19 14:47,10/2/19 14:47,,2021 W CERMAK RD,,,60608,2021,W,CERMAK,RD,FALSE,FALSE,,,31,25,,K027,3,10,1034,1,,14,4,10,1163136.142,1889340.176,41.8520006,-87.67673733,"(41.852000598026265, -87.67673733434813)"
SR19-02648070,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/4/19 10:58,12/18/19 21:40,12/18/19 21:40,6922 W NORTH AVE,,,60707,6922,W,NORTH,AVE,FALSE,FALSE,,,25,29,,Y118,1,25,2513,10,,10,6,10,1129933.52,1909887.092,41.90901636,-87.79813163,"(41.90901636423453, -87.79813162814212)"
SR19-02687605,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/9/19 14:53,12/18/19 21:44,12/18/19 21:44,12303 S HALSTED ST,,,60628,12303,S,HALSTED,ST,FALSE,FALSE,,,53,34,,O052,2,5,523,31,,14,4,10,1173297.35,1823227.511,41.6703601,-87.64139496,"(41.67036010190193, -87.64139496372186)"
SR19-02687975,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/9/19 15:28,12/18/19 21:44,12/18/19 21:44,4634 N KEDZIE AVE,,,60625,4634,N,KEDZIE,AVE,FALSE,FALSE,,,14,33,,H011,1,17,1713,27,,15,4,10,1154088.345,1930732.506,41.9657699,-87.70883926,"(41.96576989833658, -87.70883926225672)"
SR19-02688025,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/9/19 15:33,12/18/19 21:44,12/18/19 21:44,1931 W FOSTER AVE,,,60640,1931,W,FOSTER,AVE,FALSE,FALSE,,,4,40,,L010,3,20,2032,13,,15,4,10,1162580.841,1934441.346,41.97577301,-87.67750967,"(41.97577301266702, -87.67750966991149)"
SR19-02705215,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/11/19 12:11,4/14/22 8:10,4/14/22 8:10,150 N RIVERSIDE PLZ,,,60606,150,N,RIVERSIDE,PLZ,FALSE,FALSE,,,28,42,,O022,2,1,121,41,,12,6,10,1173490.626,1901568.467,41.88533233,-87.63837046,"(41.88533233129436, -87.63837045547842)"
SR19-02705359,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/11/19 12:25,10/11/19 12:25,10/11/19 12:25,190 N WELLS ST,,,60606,190,N,WELLS,ST,FALSE,FALSE,,,32,42,,P022,2,1,122,9,,12,6,10,1174689.54,1901646.135,41.88551873,-87.63396554,"(41.88551873070607, -87.63396554422016)"
SR19-02705454,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/11/19 12:34,12/18/19 21:45,12/18/19 21:45,7352 S HALSTED ST,,,60621,7352,S,HALSTED,ST,FALSE,FALSE,,,68,6,,N039,3,7,733,25,,12,6,10,1172183.645,1855892.102,41.76002101,-87.6445146,"(41.76002100459178, -87.64451459615236)"
SR19-02728285,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/15/19 10:52,10/15/19 15:31,10/15/19 11:17,11601 W TOUHY AVE,,,0,11601,W,TOUHY,AVE,FALSE,FALSE,,,,,,,,,,,,10,3,10,1098178.281,1946011.777,42.00863256,-87.91414044,"(42.00863255888063, -87.91414043717545)"
SR19-02728444,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/15/19 11:04,10/15/19 15:32,10/15/19 11:17,11601 W TOUHY AVE,,,0,11601,W,TOUHY,AVE,TRUE,FALSE,,SR19-02728285,,,,,,,,,,11,3,10,1098178.281,1946011.777,42.00863256,-87.91414044,"(42.00863255888063, -87.91414043717545)"
SR19-02757104,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,10/18/19 13:13,10/31/19 17:30,10/31/19 17:30,700 E GRAND AVE,,,60611,700,E,GRAND,AVE,FALSE,FALSE,,,8,42,,,3,18,1834,11,,13,6,10,1182292.318,1904002.257,41.89181061,-87.60597375,"(41.89181060488063, -87.60597375007619)"
SR19-02773913,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/21/19 11:35,12/18/19 21:49,12/18/19 21:49,3111 N ASHLAND AVE,,,60657,3111,N,ASHLAND,AVE,FALSE,FALSE,,,6,32,,M015,3,19,1932,10,,11,2,10,1165206.443,1920806.937,41.93830403,-87.66824351,"(41.938304031567434, -87.66824351392214)"
SR19-02774011,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/21/19 11:40,11/6/19 17:28,11/6/19 17:28,3105 W 26TH ST,,,60623,3105,W,26TH,ST,FALSE,FALSE,,,30,12,,I028,3,10,1033,15,,11,2,10,1156050.392,1885982.608,41.84293278,-87.70283452,"(41.842932775813956, -87.70283451641555)"
SR19-02778033,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/21/19 17:07,12/18/19 21:49,12/18/19 21:49,921 W BELMONT AVE,,,60657,921,W,BELMONT,AVE,FALSE,FALSE,,,6,44,,N015,3,19,1933,20,,17,2,10,1169513.042,1921387.525,41.93980442,-87.65239896,"(41.939804415019935, -87.65239895527225)"
SR19-02783717,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/22/19 11:19,11/8/19 15:36,11/8/19 15:36,1952 W GARFIELD BLVD,,,60609,1952,W,GARFIELD,BLVD,FALSE,FALSE,,,61,16,,L034,3,9,932,2,,11,3,10,1164100.641,1868303.129,41.79425231,-87.67379007,"(41.79425230799689, -87.6737900682499)"
SR19-02796491,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/23/19 15:33,12/18/19 21:51,12/18/19 21:51,3258 N SOUTHPORT AVE,,,60657,3258,N,SOUTHPORT,AVE,FALSE,FALSE,,,6,44,,M014,2,19,1922,9,,15,4,10,1166323.767,1921969.996,41.94147166,-87.66410375,"(41.94147166127671, -87.66410374845725)"
SR19-02796658,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/23/19 15:48,12/18/19 21:51,12/18/19 21:51,3404 N CLARK ST,,,60657,3404,N,CLARK,ST,FALSE,FALSE,,,6,44,,N014,2,19,1924,20,,15,4,10,1169063.367,1922843.347,41.94380904,-87.65400923,"(41.94380904232579, -87.65400923403651)"
SR19-02812166,Rodent Baiting/Rat Complaint,SGA,Health,Streets and Sanitation,Completed,Internet,10/25/19 12:53,10/28/19 10:30,10/28/19 10:30,9319 S UNION AVE,,,60620,9319,S,UNION,AVE,FALSE,FALSE,,,73,21,,O044,2,22,2223,5,,12,6,10,1173354.273,1842968.267,41.7245305,-87.64060554,"(41.72453050284032, -87.64060553870947)"
SR19-02828511,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/28/19 10:24,11/13/19 17:05,11/13/19 17:05,11601 W TOUHY AVE,,,0,11601,W,TOUHY,AVE,FALSE,FALSE,,,,,,,,,,,,10,2,10,1098178.281,1946011.777,42.00863256,-87.91414044,"(42.00863255888063, -87.91414043717545)"
SR19-02828676,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,10/28/19 10:38,11/13/19 17:07,11/13/19 17:07,209 W CERMAK RD,,,60616,209,W,CERMAK,RD,FALSE,FALSE,,,34,25,,P027,1,9,914,6,,10,2,10,1175195.689,1889661.851,41.85262173,-87.6324662,"(41.852621731187654, -87.63246619930486)"
SR19-02829790,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/28/19 12:01,11/13/19 17:05,11/13/19 17:05,11601 W TOUHY AVE,,,0,11601,W,TOUHY,AVE,TRUE,FALSE,,SR19-02828511,,,,,,,,,,12,2,10,1098178.281,1946011.777,42.00863256,-87.91414044,"(42.00863255888063, -87.91414043717545)"
SR19-02830022,Rodent Baiting/Rat Complaint,SGA,Health,Streets and Sanitation,Completed,E-Mail,10/28/19 12:22,10/29/19 14:54,10/29/19 14:54,314 S RICHMOND ST,,,60612,314,S,RICHMOND,ST,FALSE,FALSE,,,27,27,,I023,2,11,1124,14,,12,2,10,1156685.231,1898353.615,41.87686735,-87.70017001,"(41.87686734558405, -87.70017000824366)"
SR19-02832482,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/28/19 15:02,11/13/19 17:28,11/13/19 17:28,11601 W TOUHY AVE,,,0,11601,W,TOUHY,AVE,FALSE,FALSE,,,,,,,,,,,,15,2,10,1098178.281,1946011.777,42.00863256,-87.91414044,"(42.00863255888063, -87.91414043717545)"
SR19-02832606,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/28/19 15:14,11/13/19 17:32,11/13/19 17:32,11601 W TOUHY AVE,,,0,11601,W,TOUHY,AVE,FALSE,FALSE,,,,,,,,,,,,15,2,10,1098178.281,1946011.777,42.00863256,-87.91414044,"(42.00863255888063, -87.91414043717545)"
SR19-02833822,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/28/19 17:03,8/30/21 8:49,8/30/21 8:49,9501 S DR MARTIN LUTHER KING JR DR,,,60628,9501,S,DR MARTIN LUTHER KING JR,DR,FALSE,FALSE,,,49,9,,R045,1,5,511,24,,17,2,10,1180595.333,1842036.588,41.7218109,-87.61411031,"(41.7218108974606, -87.61411030911636)"
SR19-02838563,Rodent Baiting/Rat Complaint,SGA,Health,Streets and Sanitation,Completed,Internet,10/29/19 10:50,11/1/19 14:52,11/1/19 14:52,2829 W 84TH ST,,,60652,2829,W,84TH,ST,FALSE,FALSE,,,70,18,,I042,3,8,835,26,,10,3,10,1158839.768,1848815.803,41.74088533,-87.69361308,"(41.74088532766833, -87.69361308169039)"
SR19-02838624,Rodent Baiting/Rat Complaint,SGA,Health,Streets and Sanitation,Completed,Internet,10/29/19 10:55,10/31/19 7:03,10/31/19 7:03,8516 S HONORE ST,,,60620,8516,S,HONORE,ST,FALSE,FALSE,,,71,21,,L042,1,6,614,9,,10,3,10,1165420.609,1848109.983,41.73881168,-87.66952125,"(41.738811676817406, -87.6695212528685)"
SR19-02838693,Alley Light Out Complaint,SFA,Health,CDOT - Department of Transportation,Completed,Internet,10/29/19 11:00,11/1/19 18:16,11/1/19 18:16,8516 S HONORE ST,,,60620,8516,S,HONORE,ST,FALSE,FALSE,,,71,21,,L042,1,6,614,9,,11,3,10,1165420.609,1848109.983,41.73881168,-87.66952125,"(41.738811676817406, -87.6695212528685)"
SR19-02848007,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/30/19 11:14,12/18/19 21:54,12/18/19 21:54,3718 N CLARK ST,,,60613,3718,N,CLARK,ST,FALSE,FALSE,,,6,44,,N013,2,19,1923,32,,11,4,10,1167792.016,1924904.41,41.94949224,-87.65862247,"(41.94949224423619, -87.65862247251226)"
SR19-02848051,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/30/19 11:17,12/18/19 21:54,12/18/19 21:54,5815 S MARYLAND AVE,,,60637,5815,S,MARYLAND,AVE,FALSE,FALSE,,,41,5,,S035,3,2,235,15,,11,4,10,1182894.064,1866558.815,41.78904943,-87.60493004,"(41.789049431768724, -87.6049300399266)"
SR19-02851542,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/30/19 17:04,11/14/19 11:41,11/14/19 11:41,8255 S KEDZIE AVE,,,60652,8255,S,KEDZIE,AVE,FALSE,FALSE,,,70,18,,I041,3,8,835,35,,17,4,10,1156609.236,1849499.878,41.74280775,-87.70176725,"(41.74280775214894, -87.70176724806399)"
SR19-02851669,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/30/19 17:25,11/14/19 11:42,11/14/19 11:42,2032 W HUBBARD ST,,,60612,2032,W,HUBBARD,ST,FALSE,FALSE,,,24,27,,K021,2,12,1221,43,,17,4,10,1162630.941,1903164.528,41.88994647,-87.67820431,"(41.88994646523961, -87.67820430948794)"
SR19-02859257,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/31/19 15:52,11/14/19 18:03,11/14/19 18:03,5353 N HARLEM AVE,,,60656,5353,N,HARLEM,AVE,FALSE,FALSE,,,10,41,,Y109,1,16,1613,45,,15,5,10,1127435.644,1935271.203,41.97871581,-87.80673499,"(41.97871580613581, -87.80673499084459)"
SR19-02863795,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,11/1/19 11:02,3/25/20 9:55,3/25/20 9:55,820 S DAMEN AVE,,,60612,820,S,DAMEN,AVE,FALSE,FALSE,,,28,27,,K024,2,12,1225,10,,11,6,11,1162964.542,1896184.01,41.87078433,-87.67717518,"(41.87078432959399, -87.67717517931567)"
SR19-02896060,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/6/19 12:19,12/18/19 21:56,12/18/19 21:56,900 N MICHIGAN AVE,,,60611,900,N,MICHIGAN,AVE,FALSE,FALSE,,,8,42,,Q020,3,18,1833,34,,12,4,11,1177139.141,1906801.485,41.89961014,-87.62481391,"(41.899610136103064, -87.62481391330459)"
SR19-02897134,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,11/6/19 14:31,11/29/19 14:28,11/29/19 14:28,4430 W NORTH AVE,,,60639,4430,W,NORTH,AVE,FALSE,FALSE,,,23,37,,E018,3,25,2533,22,,14,4,11,1146495.273,1910355.774,41.91000279,-87.73727862,"(41.91000279019784, -87.73727861540512)"
SR19-02897203,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/6/19 14:41,12/18/19 21:57,12/18/19 21:57,3722 N SOUTHPORT AVE,,,60613,3722,N,SOUTHPORT,AVE,FALSE,FALSE,,,6,44,,M013,2,19,1922,25,,14,4,11,1166203.342,1924972.637,41.94971363,-87.66446024,"(41.94971363235627, -87.66446023699974)"
SR19-02908285,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Internet,11/8/19 9:28,12/18/19 21:58,12/18/19 21:58,2026 S CLARK ST,,,60616,2026,S,CLARK,ST,FALSE,FALSE,,,34,25,,P026,3,1,131,14,,9,6,11,1175811.332,1890377.073,41.85457054,-87.63018513,"(41.8545705421346, -87.63018512605483)"
SR19-02908851,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/8/19 10:32,12/18/19 21:58,12/18/19 21:58,1703 E 87TH ST,,,60617,1703,E,87TH,ST,FALSE,FALSE,,,48,8,,U043,1,4,412,8,,10,6,11,1189668.508,1847636.986,41.73696614,-87.58069787,"(41.73696614197795, -87.58069786613594)"
SR19-02908869,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/8/19 10:35,12/18/19 21:58,12/18/19 21:58,3614 E 106TH ST,,,60617,3614,E,106TH,ST,FALSE,FALSE,,,52,10,,Y047,3,4,432,11,,10,6,11,1202040.143,1835327.317,41.70288164,-87.53579082,"(41.70288163686018, -87.53579081712552)"
SR19-02911357,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,11/8/19 14:29,8/10/21 13:24,8/10/21 13:24,11601 W TOUHY AVE,,,0,11601,W,TOUHY,AVE,FALSE,FALSE,,,,,,,,,,,,14,6,11,1098178.281,1946011.777,42.00863256,-87.91414044,"(42.00863255888063, -87.91414043717545)"
SR19-02911638,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/8/19 15:05,12/18/19 21:59,12/18/19 21:59,5532 W BELMONT AVE,,,60641,5532,W,BELMONT,AVE,FALSE,FALSE,,,15,30,,C014,3,16,1633,17,,15,6,11,1138766.146,1920817.663,41.93885524,-87.76541815,"(41.938855241172526, -87.76541815076668)"
SR19-02911677,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/8/19 15:08,12/18/19 21:59,12/18/19 21:59,8635 S COTTAGE GROVE AVE,,,60619,8635,S,COTTAGE GROVE,AVE,FALSE,FALSE,,,44,8,,S042,3,6,632,40,,15,6,11,1183166.476,1847750.164,41.73743028,-87.60451553,"(41.737430281887356, -87.60451553199053)"
SR19-02931015,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,11/12/19 11:14,8/18/21 8:50,8/18/21 8:50,1035 N ASHLAND AVE,,,60642,1035,N,ASHLAND,AVE,FALSE,FALSE,,,24,1,,M020,1,12,1213,10,,11,3,11,1165630.376,1907125.965,41.90075357,-87.66707611,"(41.90075356886313, -87.66707610651892)"
SR19-02947886,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,11/14/19 15:29,12/11/19 11:46,12/11/19 11:46,3219 N BROADWAY,,,60657,3219,N,BROADWAY,,FALSE,FALSE,,,6,44,,O014,2,19,1925,28,,15,5,11,1171690.17,1921714.962,41.94065518,-87.64438773,"(41.94065518121993, -87.64438773315364)"
SR19-02948681,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/14/19 17:01,12/18/19 22:01,12/18/19 22:01,6661 S STATE ST,,,60637,6661,S,STATE,ST,FALSE,FALSE,,,69,20,,Q037,2,3,322,28,,17,5,11,1177569.81,1860685.31,41.77305405,-87.62462962,"(41.77305405078162, -87.62462962069279)"
SR19-02969733,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/18/19 10:46,1/16/20 8:05,1/16/20 8:05,424 S WABASH AVE,,,60605,424,S,WABASH,AVE,FALSE,FALSE,,,32,4,,Q023,1,1,113,21,,10,2,11,1176796.894,1898291.777,41.87626679,-87.6263285,"(41.87626679371391, -87.626328496087)"
SR19-02989966,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/20/19 16:23,12/18/19 22:04,12/18/19 22:04,9001 S COMMERCIAL AVE,,,60617,9001,S,COMMERCIAL,AVE,FALSE,FALSE,,,46,10,,X043,2,4,424,34,,16,4,11,1197789.398,1845818.24,41.73177662,-87.55100659,"(41.73177662152355, -87.55100658800981)"
